filename,text,emotion
OAF_deep_angry.wav,deep,angry
OAF_death_ps.wav,death,ps
OAF_dime_happy.wav,dime,happy
OAF_deep_happy.wav,deep,happy
OAF_deep_disgust.wav,deep,disgust
OAF_death_fear.wav,death,fear
OAF_death_sad.wav,death,sad
OAF_dime_ps.wav,dime,ps
OAF_dip_angry.wav,dip,angry
OAF_death_angry.wav,death,angry
OAF_date_disgust.wav,date,disgust
OAF_dab_ps.wav,dab,ps
OAF_dead_disgust.wav,dead,disgust
OAF_date_fear.wav,date,fear
OAF_date_happy.wav,date,happy
OAF_date_sad.wav,date,sad
OAF_date_neutral.wav,date,neutral
OAF_dead_neutral.wav,dead,neutral
OAF_dead_fear.wav,dead,fear
OAF_dab_happy.wav,dab,happy
OAF_dab_neutral.wav,dab,neutral
OAF_dead_sad.wav,dead,sad
OAF_dead_angry.wav,dead,angry
OAF_dead_ps.wav,dead,ps
OAF_dab_sad.wav,dab,sad
OAF_dead_happy.wav,dead,happy
OAF_date_angry.wav,date,angry
OAF_date_ps.wav,date,ps
OAF_death_disgust.wav,death,disgust
OAF_dab_angry.wav,dab,angry
OAF_cool_happy.wav,cool,happy
OAF_choice_happy.wav,choice,happy
OAF_choice_neutral.wav,choice,neutral
OAF_choice_sad.wav,choice,sad
OAF_choice_disgust.wav,choice,disgust
OAF_cool_neutral.wav,cool,neutral
OAF_chief_sad.wav,chief,sad
OAF_choice_ps.wav,choice,ps
OAF_cool_angry.wav,cool,angry
OAF_chief_neutral.wav,chief,neutral
OAF_choice_angry.wav,choice,angry
OAF_cool_disgust.wav,cool,disgust
OAF_choice_fear.wav,choice,fear
OAF_cool_ps.wav,cool,ps
OAF_cool_sad.wav,cool,sad
OAF_chief_ps.wav,chief,ps
OAF_cool_fear.wav,cool,fear
OAF_dab_disgust.wav,dab,disgust
OAF_dab_fear.wav,dab,fear
OAF_check_disgust.wav,check,disgust
OAF_cheek_disgust.wav,cheek,disgust
OAF_check_neutral.wav,check,neutral
OAF_cheek_sad.wav,cheek,sad
OAF_cheek_fear.wav,cheek,fear
OAF_check_happy.wav,check,happy
OAF_check_fear.wav,check,fear
OAF_chat_sad.wav,chat,sad
OAF_chief_disgust.wav,chief,disgust
OAF_chat_neutral.wav,chat,neutral
OAF_check_angry.wav,check,angry
OAF_cheek_angry.wav,cheek,angry
OAF_chief_angry.wav,chief,angry
OAF_cheek_happy.wav,cheek,happy
OAF_cheek_ps.wav,cheek,ps
OAF_check_sad.wav,check,sad
OAF_check_ps.wav,check,ps
OAF_cheek_neutral.wav,cheek,neutral
OAF_chief_fear.wav,chief,fear
OAF_chief_happy.wav,chief,happy
OAF_chat_happy.wav,chat,happy
OAF_chat_ps.wav,chat,ps
OAF_chat_disgust.wav,chat,disgust
OAF_chalk_ps.wav,chalk,ps
OAF_chat_fear.wav,chat,fear
OAF_chat_angry.wav,chat,angry
OAF_chalk_sad.wav,chalk,sad
OAF_chair_sad.wav,chair,sad
OAF_chair_ps.wav,chair,ps
OAF_chair_fear.wav,chair,fear
OAF_chair_disgust.wav,chair,disgust
OAF_chalk_disgust.wav,chalk,disgust
OAF_chalk_angry.wav,chalk,angry
OAF_chalk_neutral.wav,chalk,neutral
OAF_chair_angry.wav,chair,angry
OAF_chair_neutral.wav,chair,neutral
OAF_chalk_fear.wav,chalk,fear
OAF_chair_happy.wav,chair,happy
OAF_chalk_happy.wav,chalk,happy
OAF_chain_disgust.wav,chain,disgust
OAF_chain_fear.wav,chain,fear
OAF_came_sad.wav,came,sad
OAF_came_ps.wav,came,ps
OAF_chain_neutral.wav,chain,neutral
OAF_chain_angry.wav,chain,angry
OAF_cause_angry.wav,cause,angry
OAF_came_neutral.wav,came,neutral
OAF_cause_neutral.wav,cause,neutral
OAF_came_happy.wav,came,happy
OAF_chain_happy.wav,chain,happy
OAF_cause_disgust.wav,cause,disgust
OAF_cause_happy.wav,cause,happy
OAF_cause_fear.wav,cause,fear
OAF_cause_ps.wav,cause,ps
OAF_cause_sad.wav,cause,sad
OAF_chain_sad.wav,chain,sad
OAF_chain_ps.wav,chain,ps
OAF_gun_happy.wav,gun,happy
OAF_get_disgust.wav,get,disgust
OAF_goal_happy.wav,goal,happy
OAF_gin_happy.wav,gin,happy
OAF_gin_sad.wav,gin,sad
OAF_gin_ps.wav,gin,ps
OAF_get_ps.wav,get,ps
OAF_get_happy.wav,get,happy
OAF_gin_angry.wav,gin,angry
OAF_get_fear.wav,get,fear
OAF_goal_angry.wav,goal,angry
OAF_get_sad.wav,get,sad
OAF_get_neutral.wav,get,neutral
OAF_gin_disgust.wav,gin,disgust
OAF_gin_neutral.wav,gin,neutral
OAF_gin_fear.wav,gin,fear
OAF_goal_disgust.wav,goal,disgust
OAF_goal_fear.wav,goal,fear
OAF_goal_ps.wav,goal,ps
OAF_goal_neutral.wav,goal,neutral
OAF_gas_sad.wav,gas,sad
OAF_gaze_happy.wav,gaze,happy
OAF_gaze_angry.wav,gaze,angry
OAF_gaze_disgust.wav,gaze,disgust
OAF_germ_fear.wav,germ,fear
OAF_germ_ps.wav,germ,ps
OAF_gaze_neutral.wav,gaze,neutral
OAF_germ_happy.wav,germ,happy
OAF_gaze_ps.wav,gaze,ps
OAF_gaze_fear.wav,gaze,fear
OAF_get_angry.wav,get,angry
OAF_gaze_sad.wav,gaze,sad
OAF_germ_disgust.wav,germ,disgust
OAF_germ_angry.wav,germ,angry
OAF_germ_neutral.wav,germ,neutral
OAF_germ_sad.wav,germ,sad
OAF_gap_ps.wav,gap,ps
OAF_gas_fear.wav,gas,fear
OAF_gap_sad.wav,gap,sad
OAF_gas_ps.wav,gas,ps
OAF_gas_angry.wav,gas,angry
OAF_gap_disgust.wav,gap,disgust
OAF_food_ps.wav,food,ps
OAF_gap_angry.wav,gap,angry
OAF_food_sad.wav,food,sad
OAF_gas_disgust.wav,gas,disgust
OAF_gap_happy.wav,gap,happy
OAF_gas_happy.wav,gas,happy
OAF_gap_fear.wav,gap,fear
OAF_food_happy.wav,food,happy
OAF_gap_neutral.wav,gap,neutral
OAF_food_neutral.wav,food,neutral
OAF_food_fear.wav,food,fear
OAF_gas_neutral.wav,gas,neutral
OAF_fit_neutral.wav,fit,neutral
OAF_fit_happy.wav,fit,happy
OAF_five_neutral.wav,five,neutral
OAF_fit_fear.wav,fit,fear
OAF_five_happy.wav,five,happy
OAF_fit_sad.wav,fit,sad
OAF_fat_neutral.wav,fat,neutral
OAF_fat_happy.wav,fat,happy
OAF_fat_sad.wav,fat,sad
OAF_fat_ps.wav,fat,ps
OAF_fit_angry.wav,fit,angry
OAF_five_angry.wav,five,angry
OAF_five_fear.wav,five,fear
OAF_fit_ps.wav,fit,ps
OAF_five_sad.wav,five,sad
OAF_five_ps.wav,five,ps
OAF_fit_disgust.wav,fit,disgust
OAF_five_disgust.wav,five,disgust
OAF_food_angry.wav,food,angry
OAF_food_disgust.wav,food,disgust
OAF_far_fear.wav,far,fear
OAF_fall_neutral.wav,fall,neutral
OAF_fall_sad.wav,fall,sad
OAF_far_happy.wav,far,happy
OAF_fall_ps.wav,fall,ps
OAF_fall_happy.wav,fall,happy
OAF_far_disgust.wav,far,disgust
OAF_far_ps.wav,far,ps
OAF_fat_disgust.wav,fat,disgust
OAF_fall_fear.wav,fall,fear
OAF_far_angry.wav,far,angry
OAF_far_neutral.wav,far,neutral
OAF_far_sad.wav,far,sad
OAF_fat_fear.wav,fat,fear
OAF_fat_angry.wav,fat,angry
OAF_fail_neutral.wav,fail,neutral
OAF_door_sad.wav,door,sad
OAF_door_angry.wav,door,angry
OAF_doll_sad.wav,doll,sad
OAF_door_happy.wav,door,happy
OAF_door_fear.wav,door,fear
OAF_door_neutral.wav,door,neutral
OAF_fail_ps.wav,fail,ps
OAF_fail_sad.wav,fail,sad
OAF_door_ps.wav,door,ps
OAF_fail_fear.wav,fail,fear
OAF_fail_disgust.wav,fail,disgust
OAF_doll_ps.wav,doll,ps
OAF_doll_neutral.wav,doll,neutral
OAF_door_disgust.wav,door,disgust
OAF_fail_happy.wav,fail,happy
OAF_fail_angry.wav,fail,angry
OAF_fall_disgust.wav,fall,disgust
OAF_fall_angry.wav,fall,angry
OAF_dog_fear.wav,dog,fear
OAF_ditch_neutral.wav,ditch,neutral
OAF_dog_angry.wav,dog,angry
OAF_dodge_ps.wav,dodge,ps
OAF_dodge_fear.wav,dodge,fear
OAF_dog_happy.wav,dog,happy
OAF_doll_angry.wav,doll,angry
OAF_dodge_happy.wav,dodge,happy
OAF_dog_sad.wav,dog,sad
OAF_dog_neutral.wav,dog,neutral
OAF_dog_ps.wav,dog,ps
OAF_dodge_sad.wav,dodge,sad
OAF_dog_disgust.wav,dog,disgust
OAF_dodge_neutral.wav,dodge,neutral
OAF_doll_disgust.wav,doll,disgust
OAF_jug_sad.wav,jug,sad
OAF_judge_happy.wav,judge,happy
OAF_juice_fear.wav,juice,fear
OAF_juice_disgust.wav,juice,disgust
OAF_judge_ps.wav,judge,ps
OAF_juice_angry.wav,juice,angry
OAF_jug_happy.wav,jug,happy
OAF_jug_angry.wav,jug,angry
OAF_judge_fear.wav,judge,fear
OAF_judge_disgust.wav,judge,disgust
OAF_juice_happy.wav,juice,happy
OAF_jug_fear.wav,jug,fear
OAF_judge_neutral.wav,judge,neutral
OAF_judge_sad.wav,judge,sad
OAF_jug_ps.wav,jug,ps
OAF_jug_neutral.wav,jug,neutral
OAF_jug_disgust.wav,jug,disgust
OAF_juice_neutral.wav,juice,neutral
OAF_juice_ps.wav,juice,ps
OAF_jar_neutral.wav,jar,neutral
OAF_jar_angry.wav,jar,angry
OAF_jar_ps.wav,jar,ps
OAF_join_neutral.wav,join,neutral
OAF_join_fear.wav,join,fear
OAF_jar_sad.wav,jar,sad
OAF_join_angry.wav,join,angry
OAF_jar_disgust.wav,jar,disgust
OAF_join_disgust.wav,join,disgust
OAF_jar_fear.wav,jar,fear
OAF_join_happy.wav,join,happy
OAF_jar_happy.wav,jar,happy
OAF_join_sad.wav,join,sad
OAF_join_ps.wav,join,ps
OAF_judge_angry.wav,judge,angry
OAF_jail_ps.wav,jail,ps
OAF_hush_angry.wav,hush,angry
OAF_hush_ps.wav,hush,ps
OAF_hush_fear.wav,hush,fear
OAF_hurl_ps.wav,hurl,ps
OAF_jail_neutral.wav,jail,neutral
OAF_hush_neutral.wav,hush,neutral
OAF_jail_angry.wav,jail,angry
OAF_hush_sad.wav,hush,sad
OAF_jail_happy.wav,jail,happy
OAF_hurl_happy.wav,hurl,happy
OAF_jail_sad.wav,jail,sad
OAF_jail_fear.wav,jail,fear
OAF_jail_disgust.wav,jail,disgust
OAF_hush_disgust.wav,hush,disgust
OAF_hurl_sad.wav,hurl,sad
OAF_hush_happy.wav,hush,happy
OAF_hurl_angry.wav,hurl,angry
OAF_hurl_fear.wav,hurl,fear
OAF_hole_sad.wav,hole,sad
OAF_home_fear.wav,home,fear
OAF_home_happy.wav,home,happy
OAF_hole_fear.wav,hole,fear
OAF_home_sad.wav,home,sad
OAF_home_disgust.wav,home,disgust
OAF_home_neutral.wav,home,neutral
OAF_home_ps.wav,home,ps
OAF_hole_angry.wav,hole,angry
OAF_hole_disgust.wav,hole,disgust
OAF_hole_ps.wav,hole,ps
OAF_hit_ps.wav,hit,ps
OAF_home_angry.wav,home,angry
OAF_hole_neutral.wav,hole,neutral
OAF_hit_sad.wav,hit,sad
OAF_hole_happy.wav,hole,happy
OAF_hurl_neutral.wav,hurl,neutral
OAF_hurl_disgust.wav,hurl,disgust
OAF_haze_fear.wav,haze,fear
OAF_hire_ps.wav,hire,ps
OAF_haze_disgust.wav,haze,disgust
OAF_hire_sad.wav,hire,sad
OAF_hire_fear.wav,hire,fear
OAF_haze_neutral.wav,haze,neutral
OAF_hire_happy.wav,hire,happy
OAF_hit_fear.wav,hit,fear
OAF_haze_happy.wav,haze,happy
OAF_hire_neutral.wav,hire,neutral
OAF_hire_disgust.wav,hire,disgust
OAF_hire_angry.wav,hire,angry
OAF_hit_disgust.wav,hit,disgust
OAF_hit_angry.wav,hit,angry
OAF_haze_sad.wav,haze,sad
OAF_haze_ps.wav,haze,ps
OAF_hit_neutral.wav,hit,neutral
OAF_hit_happy.wav,hit,happy
OAF_have_ps.wav,have,ps
OAF_hate_fear.wav,hate,fear
OAF_have_disgust.wav,have,disgust
OAF_hate_happy.wav,hate,happy
OAF_hate_neutral.wav,hate,neutral
OAF_hash_sad.wav,hash,sad
OAF_have_neutral.wav,have,neutral
OAF_hate_angry.wav,hate,angry
OAF_hate_ps.wav,hate,ps
OAF_hash_fear.wav,hash,fear
OAF_have_happy.wav,have,happy
OAF_have_angry.wav,have,angry
OAF_hash_ps.wav,hash,ps
OAF_have_fear.wav,have,fear
OAF_hate_disgust.wav,hate,disgust
OAF_hash_happy.wav,hash,happy
OAF_hash_neutral.wav,hash,neutral
OAF_hate_sad.wav,hate,sad
OAF_have_sad.wav,have,sad
OAF_haze_angry.wav,haze,angry
OAF_hall_happy.wav,hall,happy
OAF_hall_angry.wav,hall,angry
OAF_hall_neutral.wav,hall,neutral
OAF_half_angry.wav,half,angry
OAF_gun_sad.wav,gun,sad
OAF_half_fear.wav,half,fear
OAF_half_happy.wav,half,happy
OAF_hall_sad.wav,hall,sad
OAF_half_neutral.wav,half,neutral
OAF_half_disgust.wav,half,disgust
OAF_hash_angry.wav,hash,angry
OAF_hall_ps.wav,hall,ps
OAF_hall_fear.wav,hall,fear
OAF_half_sad.wav,half,sad
OAF_half_ps.wav,half,ps
OAF_hall_disgust.wav,hall,disgust
OAF_gun_ps.wav,gun,ps
OAF_gun_neutral.wav,gun,neutral
OAF_hash_disgust.wav,hash,disgust
OAF_good_happy.wav,good,happy
OAF_goose_neutral.wav,goose,neutral
OAF_goose_fear.wav,goose,fear
OAF_goose_ps.wav,goose,ps
OAF_good_angry.wav,good,angry
OAF_good_disgust.wav,good,disgust
OAF_good_sad.wav,good,sad
OAF_good_ps.wav,good,ps
OAF_good_fear.wav,good,fear
OAF_gun_angry.wav,gun,angry
OAF_gun_disgust.wav,gun,disgust
OAF_goose_happy.wav,goose,happy
OAF_goose_disgust.wav,goose,disgust
OAF_goal_sad.wav,goal,sad
OAF_goose_sad.wav,goose,sad
OAF_goose_angry.wav,goose,angry
OAF_good_neutral.wav,good,neutral
OAF_gun_fear.wav,gun,fear
OAF_lease_happy.wav,lease,happy
OAF_learn_sad.wav,learn,sad
OAF_lease_sad.wav,lease,sad
OAF_learn_ps.wav,learn,ps
OAF_lease_ps.wav,lease,ps
OAF_lease_angry.wav,lease,angry
OAF_lid_disgust.wav,lid,disgust
OAF_lid_neutral.wav,lid,neutral
OAF_lid_angry.wav,lid,angry
OAF_lid_fear.wav,lid,fear
OAF_lid_happy.wav,lid,happy
OAF_lease_disgust.wav,lease,disgust
OAF_lease_neutral.wav,lease,neutral
OAF_lease_fear.wav,lease,fear
OAF_life_disgust.wav,life,disgust
OAF_lid_ps.wav,lid,ps
OAF_learn_angry.wav,learn,angry
OAF_lean_happy.wav,lean,happy
OAF_learn_fear.wav,learn,fear
OAF_laud_happy.wav,laud,happy
OAF_laud_fear.wav,laud,fear
OAF_lean_disgust.wav,lean,disgust
OAF_lean_neutral.wav,lean,neutral
OAF_lean_ps.wav,lean,ps
OAF_laud_ps.wav,laud,ps
OAF_lean_angry.wav,lean,angry
OAF_lean_sad.wav,lean,sad
OAF_learn_disgust.wav,learn,disgust
OAF_laud_sad.wav,laud,sad
OAF_lean_fear.wav,lean,fear
OAF_laud_neutral.wav,laud,neutral
OAF_laud_disgust.wav,laud,disgust
OAF_learn_happy.wav,learn,happy
OAF_learn_neutral.wav,learn,neutral
OAF_laud_angry.wav,laud,angry
OAF_late_angry.wav,late,angry
OAF_knock_ps.wav,knock,ps
OAF_knock_disgust.wav,knock,disgust
OAF_knock_sad.wav,knock,sad
OAF_knock_fear.wav,knock,fear
OAF_late_fear.wav,late,fear
OAF_knock_angry.wav,knock,angry
OAF_late_disgust.wav,late,disgust
OAF_knock_neutral.wav,knock,neutral
OAF_late_sad.wav,late,sad
OAF_knock_happy.wav,knock,happy
OAF_late_happy.wav,late,happy
OAF_late_neutral.wav,late,neutral
OAF_late_ps.wav,late,ps
OAF_kite_fear.wav,kite,fear
OAF_king_ps.wav,king,ps
OAF_kite_happy.wav,kite,happy
OAF_king_happy.wav,king,happy
OAF_king_fear.wav,king,fear
OAF_king_angry.wav,king,angry
OAF_kite_disgust.wav,kite,disgust
OAF_kill_sad.wav,kill,sad
OAF_king_neutral.wav,king,neutral
OAF_kite_angry.wav,kite,angry
OAF_kill_neutral.wav,kill,neutral
OAF_king_sad.wav,king,sad
OAF_kite_neutral.wav,kite,neutral
OAF_kill_ps.wav,kill,ps
OAF_king_disgust.wav,king,disgust
OAF_kite_sad.wav,kite,sad
OAF_kite_ps.wav,kite,ps
OAF_kill_fear.wav,kill,fear
OAF_kill_happy.wav,kill,happy
OAF_kick_ps.wav,kick,ps
OAF_keg_sad.wav,keg,sad
OAF_kill_angry.wav,kill,angry
OAF_kick_sad.wav,kick,sad
OAF_kick_disgust.wav,kick,disgust
OAF_keg_neutral.wav,keg,neutral
OAF_kick_angry.wav,kick,angry
OAF_kick_fear.wav,kick,fear
OAF_kick_neutral.wav,kick,neutral
OAF_kill_disgust.wav,kill,disgust
OAF_keg_happy.wav,keg,happy
OAF_kick_happy.wav,kick,happy
OAF_keg_ps.wav,keg,ps
OAF_keen_fear.wav,keen,fear
OAF_keen_neutral.wav,keen,neutral
OAF_keep_fear.wav,keep,fear
OAF_keep_disgust.wav,keep,disgust
OAF_keep_sad.wav,keep,sad
OAF_keep_happy.wav,keep,happy
OAF_keen_sad.wav,keen,sad
OAF_keep_ps.wav,keep,ps
OAF_keen_happy.wav,keen,happy
OAF_keep_neutral.wav,keep,neutral
OAF_keen_ps.wav,keen,ps
OAF_keep_angry.wav,keep,angry
OAF_keen_angry.wav,keen,angry
OAF_keen_disgust.wav,keen,disgust
OAF_juice_sad.wav,juice,sad
OAF_keg_angry.wav,keg,angry
OAF_keg_disgust.wav,keg,disgust
OAF_keg_fear.wav,keg,fear
OAF_moon_sad.wav,moon,sad
OAF_moon_neutral.wav,moon,neutral
OAF_mop_fear.wav,mop,fear
OAF_moon_disgust.wav,moon,disgust
OAF_moon_ps.wav,moon,ps
OAF_mop_happy.wav,mop,happy
OAF_mop_angry.wav,mop,angry
OAF_mouse_disgust.wav,mouse,disgust
OAF_moon_happy.wav,moon,happy
OAF_mood_ps.wav,mood,ps
OAF_mouse_angry.wav,mouse,angry
OAF_mop_ps.wav,mop,ps
OAF_mop_neutral.wav,mop,neutral
OAF_mouse_fear.wav,mouse,fear
OAF_moon_fear.wav,moon,fear
OAF_mop_disgust.wav,mop,disgust
OAF_moon_angry.wav,moon,angry
OAF_mop_sad.wav,mop,sad
OAF_mouse_neutral.wav,mouse,neutral
OAF_mouse_happy.wav,mouse,happy
OAF_mood_fear.wav,mood,fear
OAF_mode_neutral.wav,mode,neutral
OAF_mob_disgust.wav,mob,disgust
OAF_mode_sad.wav,mode,sad
OAF_mode_angry.wav,mode,angry
OAF_mood_neutral.wav,mood,neutral
OAF_mood_disgust.wav,mood,disgust
OAF_mood_angry.wav,mood,angry
OAF_mode_fear.wav,mode,fear
OAF_mode_happy.wav,mode,happy
OAF_mob_sad.wav,mob,sad
OAF_mob_ps.wav,mob,ps
OAF_mob_happy.wav,mob,happy
OAF_mob_angry.wav,mob,angry
OAF_mode_ps.wav,mode,ps
OAF_mob_fear.wav,mob,fear
OAF_mode_disgust.wav,mode,disgust
OAF_mob_neutral.wav,mob,neutral
OAF_mood_sad.wav,mood,sad
OAF_mood_happy.wav,mood,happy
OAF_mess_fear.wav,mess,fear
OAF_met_neutral.wav,met,neutral
OAF_mill_angry.wav,mill,angry
OAF_met_disgust.wav,met,disgust
OAF_met_happy.wav,met,happy
OAF_mess_sad.wav,mess,sad
OAF_mill_happy.wav,mill,happy
OAF_met_ps.wav,met,ps
OAF_met_fear.wav,met,fear
OAF_mill_disgust.wav,mill,disgust
OAF_mill_neutral.wav,mill,neutral
OAF_met_sad.wav,met,sad
OAF_mess_neutral.wav,mess,neutral
OAF_met_angry.wav,met,angry
OAF_mill_fear.wav,mill,fear
OAF_mess_ps.wav,mess,ps
OAF_mill_sad.wav,mill,sad
OAF_mill_ps.wav,mill,ps
OAF_merge_angry.wav,merge,angry
OAF_merge_happy.wav,merge,happy
OAF_merge_sad.wav,merge,sad
OAF_match_happy.wav,match,happy
OAF_merge_ps.wav,merge,ps
OAF_merge_fear.wav,merge,fear
OAF_make_sad.wav,make,sad
OAF_merge_disgust.wav,merge,disgust
OAF_match_sad.wav,match,sad
OAF_match_disgust.wav,match,disgust
OAF_make_happy.wav,make,happy
OAF_match_neutral.wav,match,neutral
OAF_mess_angry.wav,mess,angry
OAF_match_angry.wav,match,angry
OAF_make_neutral.wav,make,neutral
OAF_merge_neutral.wav,merge,neutral
OAF_match_fear.wav,match,fear
OAF_make_ps.wav,make,ps
OAF_match_ps.wav,match,ps
OAF_mess_disgust.wav,mess,disgust
OAF_mess_happy.wav,mess,happy
OAF_make_angry.wav,make,angry
OAF_love_neutral.wav,love,neutral
OAF_lot_ps.wav,lot,ps
OAF_luck_angry.wav,luck,angry
OAF_luck_sad.wav,luck,sad
OAF_love_disgust.wav,love,disgust
OAF_love_angry.wav,love,angry
OAF_luck_neutral.wav,luck,neutral
OAF_luck_disgust.wav,luck,disgust
OAF_luck_happy.wav,luck,happy
OAF_love_sad.wav,love,sad
OAF_love_happy.wav,love,happy
OAF_luck_ps.wav,luck,ps
OAF_luck_fear.wav,luck,fear
OAF_love_fear.wav,love,fear
OAF_love_ps.wav,love,ps
OAF_lot_sad.wav,lot,sad
OAF_make_disgust.wav,make,disgust
OAF_make_fear.wav,make,fear
OAF_lose_fear.wav,lose,fear
OAF_lose_ps.wav,lose,ps
OAF_lore_angry.wav,lore,angry
OAF_lose_sad.wav,lose,sad
OAF_lot_fear.wav,lot,fear
OAF_lose_neutral.wav,lose,neutral
OAF_lose_angry.wav,lose,angry
OAF_lose_happy.wav,lose,happy
OAF_lot_disgust.wav,lot,disgust
OAF_lot_angry.wav,lot,angry
OAF_lore_sad.wav,lore,sad
OAF_lore_neutral.wav,lore,neutral
OAF_lore_ps.wav,lore,ps
OAF_lore_happy.wav,lore,happy
OAF_lose_disgust.wav,lose,disgust
OAF_lot_neutral.wav,lot,neutral
OAF_lot_happy.wav,lot,happy
OAF_long_fear.wav,long,fear
OAF_long_disgust.wav,long,disgust
OAF_lore_fear.wav,lore,fear
OAF_loaf_disgust.wav,loaf,disgust
OAF_loaf_neutral.wav,loaf,neutral
OAF_long_ps.wav,long,ps
OAF_long_happy.wav,long,happy
OAF_loaf_fear.wav,loaf,fear
OAF_long_neutral.wav,long,neutral
OAF_long_angry.wav,long,angry
